jaar;gebiedcode15;variabele;waarde;
2020;A00;BEVTOTAAL;4465;
2019;A00;BEVTOTAAL;4293;
2017;A00;BEVTOTAAL;4246;
2016;A00;BEVTOTAAL;4290;
2015;A00;BEVTOTAAL;4262;
2020;A00;BEVMAN;2465;
2019;A00;BEVMAN;2400;
2017;A00;BEVMAN;2341;
2016;A00;BEVMAN;2349;
2015;A00;BEVMAN;2316;
2020;A00;BEVVROUW;2000;
2019;A00;BEVVROUW;1893;
2017;A00;BEVVROUW;1905;
2016;A00;BEVVROUW;1941;
2015;A00;BEVVROUW;1946;
2020;A00;BEVMAN_P;55.2;
2019;A00;BEVMAN_P;55.9;
2017;A00;BEVMAN_P;55.1;
2016;A00;BEVMAN_P;54.8;
2015;A00;BEVMAN_P;54.3;
2020;A00;BEVVROUW_P;44.8;
2019;A00;BEVVROUW_P;44.1;
2017;A00;BEVVROUW_P;44.9;
2016;A00;BEVVROUW_P;45.2;
2015;A00;BEVVROUW_P;45.7;
2020;A00;BEVDICHT;12814;
2019;A00;BEVDICHT;12321;
2017;A00;BEVDICHT;12162;
2016;A00;BEVDICHT;12257;
2015;A00;BEVDICHT;12177;
2018;A00;BEVTOTAAL;4306;
2018;A00;BEVMAN;2397;
2018;A00;BEVVROUW;1909;
2018;A00;BEVMAN_P;55.7;
2018;A00;BEVVROUW_P;44.3;
2018;A00;BEVDICHT;12358;
2018;A00;BEVSUR;82;
2018;A00;BEVANTIL;44;
2018;A00;BEVTURK;35;
2018;A00;BEVMAROK;34;
2018;A00;BEVOVNW;488;
2018;A00;BEVWEST;1343;
2018;A00;BEVAUTOCH;2280;
2018;A00;BEVSUR_P;1.9;
2018;A00;BEVANTIL_P;1.0;
2018;A00;BEVTURK_P;0.8;
2018;A00;BEVMAROK_P;0.8;
2018;A00;BEVOVNW_P;11.3;
2018;A00;BEVWEST_P;31.2;
2018;A00;BEVAUTOCH_P;52.9;
2018;A00;BEVNW;683;
2018;A00;BEVNW_P;15.9;
2018;A00;BEVEGNW;485;
2018;A00;BEVEGWEST;998;
2018;A00;BEVNSTEDELING;2154;
2018;A00;BEVNSTEDELING_P;50.0;
2018;A00;BEVOPLLAAG_P;10;
2018;A00;BEVOPLMID_P;31;
2018;A00;BEVOPLHOOG_P;59;
2018;A00;BEVHHMKIND;245;
2018;A00;BEVHHMKIND_P;8.6;
2018;A00;BEV1P80PLUS;21;
2018;A00;BEV1P80PLUS_P;0.5;
2018;A00;BEV1P65_79V;91;
2018;A00;BEV1P65_79M;113;
2018;A00;BEV1P80PLUSV;15;
2018;A00;BEV1P80PLUSM;6;
2018;A00;BEV0_4;109;
2018;A00;BEV5_9;65;
2018;A00;BEV10_14;59;
2018;A00;BEV15_19;85;
2018;A00;BEV20_24;566;
2018;A00;BEV25_29;878;
2018;A00;BEV30_34;608;1741
2018;A00;BEV35_39;358;
2018;A00;BEV40_44;272;
2018;A00;BEV45_49;255;
2018;A00;BEV50_54;248;
2018;A00;BEV55_59;223;
2018;A00;BEV60_64;203;
2020;A00;BEVSUR;97;
2019;A00;BEVSUR;85;
2017;A00;BEVSUR;77;
2016;A00;BEVSUR;81;
2015;A00;BEVSUR;77;
2020;A00;BEVANTIL;43;
2019;A00;BEVANTIL;40;
2017;A00;BEVANTIL;43;
2016;A00;BEVANTIL;40;
2015;A00;BEVANTIL;38;
2020;A00;BEVTURK;50;
2019;A00;BEVTURK;40;
2017;A00;BEVTURK;34;
2016;A00;BEVTURK;36;
2015;A00;BEVTURK;35;
2020;A00;BEVMAROK;33;
2019;A00;BEVMAROK;35;
2017;A00;BEVMAROK;25;
2016;A00;BEVMAROK;26;
2015;A00;BEVMAROK;31;
2020;A00;BEVOVNW;565;
2019;A00;BEVOVNW;520;
2017;A00;BEVOVNW;456;
2016;A00;BEVOVNW;464;
2015;A00;BEVOVNW;429;
2020;A00;BEVWEST;1493;
2019;A00;BEVWEST;1389;
2017;A00;BEVWEST;1298;
2016;A00;BEVWEST;1271;
2015;A00;BEVWEST;1232;
2020;A00;BEVAUTOCH;2184;
2019;A00;BEVAUTOCH;2184;
2017;A00;BEVAUTOCH;2313;
2016;A00;BEVAUTOCH;2372;
2015;A00;BEVAUTOCH;2420;
2020;A00;BEVSUR_P;2.2;
2019;A00;BEVSUR_P;2.0;
2017;A00;BEVSUR_P;1.8;
2016;A00;BEVSUR_P;1.9;
2015;A00;BEVSUR_P;1.8;
2020;A00;BEVANTIL_P;1.0;
2019;A00;BEVANTIL_P;0.9;
2017;A00;BEVANTIL_P;1.0;
2016;A00;BEVANTIL_P;0.9;
2015;A00;BEVANTIL_P;0.9;
2020;A00;BEVTURK_P;1.1;
2019;A00;BEVTURK_P;0.9;
2017;A00;BEVTURK_P;0.8;
2016;A00;BEVTURK_P;0.8;
2015;A00;BEVTURK_P;0.8;
2020;A00;BEVMAROK_P;0.7;
2019;A00;BEVMAROK_P;0.8;
2017;A00;BEVMAROK_P;0.6;
2016;A00;BEVMAROK_P;0.6;
2015;A00;BEVMAROK_P;0.7;
2020;A00;BEVOVNW_P;12.7;
2019;A00;BEVOVNW_P;12.1;
2017;A00;BEVOVNW_P;10.7;
2016;A00;BEVOVNW_P;10.8;
2015;A00;BEVOVNW_P;10.1;
2020;A00;BEVWEST_P;33.4;
2019;A00;BEVWEST_P;32.4;
2017;A00;BEVWEST_P;30.6;
2016;A00;BEVWEST_P;29.6;
2015;A00;BEVWEST_P;28.9;
2020;A00;BEVAUTOCH_P;48.9;
2019;A00;BEVAUTOCH_P;50.9;
2017;A00;BEVAUTOCH_P;54.5;
2016;A00;BEVAUTOCH_P;55.3;
2015;A00;BEVAUTOCH_P;56.8;
2020;A00;BEVNW;788;
2019;A00;BEVNW;720;
2017;A00;BEVNW;635;
2016;A00;BEVNW;647;
2015;A00;BEVNW;610;
2020;A00;BEVNW_P;17.6;
2019;A00;BEVNW_P;16.8;
2017;A00;BEVNW_P;15.0;
2016;A00;BEVNW_P;15.1;
2015;A00;BEVNW_P;14.3;
2020;A00;BEVEGNW;555;
2019;A00;BEVEGNW;511;
2017;A00;BEVEGNW;445;
2016;A00;BEVEGNW;446;
2015;A00;BEVEGNW;414;
2020;A00;BEVEGWEST;1161;
2019;A00;BEVEGWEST;1065;
2017;A00;BEVEGWEST;940;
2016;A00;BEVEGWEST;912;
2015;A00;BEVEGWEST;860;
2020;A00;BEVNSTEDELING;2136;
2019;A00;BEVNSTEDELING;2062;
2017;A00;BEVNSTEDELING;2178;
2016;A00;BEVNSTEDELING;2224;
2015;A00;BEVNSTEDELING;2238;
2020;A00;BEVNSTEDELING_P;47.8;
2019;A00;BEVNSTEDELING_P;48.0;
2017;A00;BEVNSTEDELING_P;51.3;
2016;A00;BEVNSTEDELING_P;51.8;
2015;A00;BEVNSTEDELING_P;52.5;
2017;A00;BEVOPLLAAG_P;10;
2016;A00;BEVOPLLAAG_P;10;
2015;A00;BEVOPLLAAG_P;10;
2017;A00;BEVOPLMID_P;33;
2016;A00;BEVOPLMID_P;34;
2015;A00;BEVOPLMID_P;35;
2017;A00;BEVOPLHOOG_P;57;
2016;A00;BEVOPLHOOG_P;56;
2015;A00;BEVOPLHOOG_P;55;
2020;A00;BEVHHMKIND;240;
2019;A00;BEVHHMKIND;251;
2017;A00;BEVHHMKIND;255;
2016;A00;BEVHHMKIND;260;
2015;A00;BEVHHMKIND;253;
2020;A00;BEVHHMKIND_P;7.9;
2019;A00;BEVHHMKIND_P;8.7;
2017;A00;BEVHHMKIND_P;9.2;
2016;A00;BEVHHMKIND_P;9.3;
2015;A00;BEVHHMKIND_P;9.0;
2020;A00;BEV1P80PLUS;24;
2019;A00;BEV1P80PLUS;28;
2017;A00;BEV1P80PLUS;18;
2016;A00;BEV1P80PLUS;17;
2015;A00;BEV1P80PLUS;16;
2020;A00;BEV1P80PLUS_P;0.5;
2019;A00;BEV1P80PLUS_P;0.7;
2017;A00;BEV1P80PLUS_P;0.4;
2016;A00;BEV1P80PLUS_P;0.4;
2015;A00;BEV1P80PLUS_P;0.4;
2020;A00;BEV1P65_79V;94;
2019;A00;BEV1P65_79V;90;
2017;A00;BEV1P65_79V;92;
2016;A00;BEV1P65_79V;90;
2015;A00;BEV1P65_79V;85;
2020;A00;BEV1P65_79M;116;
2019;A00;BEV1P65_79M;110;
2017;A00;BEV1P65_79M;106;
2016;A00;BEV1P65_79M;100;
2015;A00;BEV1P65_79M;97;
2020;A00;BEV1P80PLUSV;14;
2019;A00;BEV1P80PLUSV;16;
2017;A00;BEV1P80PLUSV;12;
2016;A00;BEV1P80PLUSV;12;
2015;A00;BEV1P80PLUSV;12;
2020;A00;BEV1P80PLUSM;10;
2019;A00;BEV1P80PLUSM;12;
2017;A00;BEV1P80PLUSM;6;
2016;A00;BEV1P80PLUSM;5;
2015;A00;BEV1P80PLUSM;4;
2020;A00;BEV0_4;100;
2019;A00;BEV0_4;113;
2017;A00;BEV0_4;114;
2016;A00;BEV0_4;122;
2015;A00;BEV0_4;110;
2020;A00;BEV5_9;68;
2019;A00;BEV5_9;66;
2017;A00;BEV5_9;68;
2016;A00;BEV5_9;69;
2015;A00;BEV5_9;87;
2020;A00;BEV10_14;50;
2019;A00;BEV10_14;53;
2017;A00;BEV10_14;64;
2016;A00;BEV10_14;64;
2015;A00;BEV10_14;57;
2020;A00;BEV15_19;108;
2019;A00;BEV15_19;86;
2017;A00;BEV15_19;79;
2016;A00;BEV15_19;88;
2015;A00;BEV15_19;113;
2020;A00;BEV20_24;586;
2019;A00;BEV20_24;491;
2017;A00;BEV20_24;566;
2016;A00;BEV20_24;584;
2015;A00;BEV20_24;619;
2020;A00;BEV25_29;933;
2019;A00;BEV25_29;901;
2017;A00;BEV25_29;847;
2016;A00;BEV25_29;848;
2015;A00;BEV25_29;800;
2020;A00;BEV30_34;637;
2019;A00;BEV30_34;625;
2017;A00;BEV30_34;585;
2016;A00;BEV30_34;577;
2015;A00;BEV30_34;556;
2020;A00;BEV35_39;361;
2019;A00;BEV35_39;355;
2017;A00;BEV35_39;330;
2016;A00;BEV35_39;337;
2015;A00;BEV35_39;325;
2020;A00;BEV40_44;260;
2019;A00;BEV40_44;269;
2017;A00;BEV40_44;286;
2016;A00;BEV40_44;272;
2015;A00;BEV40_44;294;
2020;A00;BEV45_49;245;
2019;A00;BEV45_49;242;
2017;A00;BEV45_49;259;
2016;A00;BEV45_49;278;
2015;A00;BEV45_49;280;
2020;A00;BEV50_54;262;
2019;A00;BEV50_54;252;
2017;A00;BEV50_54;263;
2016;A00;BEV50_54;278;
2015;A00;BEV50_54;252;
2020;A00;BEV55_59;222;
2019;A00;BEV55_59;232;
2017;A00;BEV55_59;228;
2016;A00;BEV55_59;225;
2015;A00;BEV55_59;234;
2020;A00;BEV60_64;209;
2019;A00;BEV60_64;208;
2017;A00;BEV60_64;194;
2016;A00;BEV60_64;196;
2015;A00;BEV60_64;192;
2020;A00;BEV65_69;167;
2018;A00;IINKQ1_P;35;
2017;A00;IINKQ1_P;35;
2016;A00;IINKQ1_P;35;
2015;A00;IINKQ1_P;36;
2018;A00;IINKQ2_P;22;
2017;A00;IINKQ2_P;21;
2016;A00;IINKQ2_P;21;
2015;A00;IINKQ2_P;20;
2018;A00;IINKQ3_P;19;
2017;A00;IINKQ3_P;17;
2016;A00;IINKQ3_P;18;
2015;A00;IINKQ3_P;17;
2018;A00;IINKQ4_P;12;
2017;A00;IINKQ4_P;12;
2016;A00;IINKQ4_P;13;
2015;A00;IINKQ4_P;12;
2018;A00;IINKQ5_P;13;
2017;A00;IINKQ5_P;14;
2016;A00;IINKQ5_P;13;
2015;A00;IINKQ5_P;15;
2020;A01;BEVTOTAAL;4134;
2019;A01;BEVTOTAAL;4130;
2017;A01;BEVTOTAAL;3991;
2016;A01;BEVTOTAAL;3981;
2015;A01;BEVTOTAAL;4199;
2020;A01;BEVMAN;2256;
2019;A01;BEVMAN;2237;
2017;A01;BEVMAN;2138;
2016;A01;BEVMAN;2166;
2015;A01;BEVMAN;2284;
2020;A01;BEVVROUW;1878;
2019;A01;BEVVROUW;1893;
2017;A01;BEVVROUW;1853;
2016;A01;BEVVROUW;1815;
2015;A01;BEVVROUW;1915;
2020;A01;BEVMAN_P;54.6;
2019;A01;BEVMAN_P;54.2;
2017;A01;BEVMAN_P;53.6;
2016;A01;BEVMAN_P;54.4;
2015;A01;BEVMAN_P;54.4;
2020;A01;BEVVROUW_P;45.4;
2019;A01;BEVVROUW_P;45.8;
2017;A01;BEVVROUW_P;46.4;
2016;A01;BEVVROUW_P;45.6;
2015;A01;BEVVROUW_P;45.6;
2020;A01;BEVDICHT;7374;
2019;A01;BEVDICHT;7367;
2017;A01;BEVDICHT;7055;
2016;A01;BEVDICHT;6984;
2015;A01;BEVDICHT;7367;
2018;A01;BEVTOTAAL;3934;
2018;A01;BEVMAN;2157;
2018;A01;BEVVROUW;1777;
2018;A01;BEVMAN_P;54.8;
2018;A01;BEVVROUW_P;45.2;
2018;A01;BEVDICHT;7017;
2018;A01;BEVSUR;70;
2018;A01;BEVANTIL;31;
2018;A01;BEVTURK;36;
2018;A01;BEVMAROK;31;
2018;A01;BEVOVNW;483;
2018;A01;BEVWEST;1371;
2018;A01;BEVAUTOCH;1912;
2018;A01;BEVSUR_P;1.8;
2018;A01;BEVANTIL_P;0.8;
2018;A01;BEVTURK_P;0.9;
2018;A01;BEVMAROK_P;0.8;
2018;A01;BEVOVNW_P;12.3;
2018;A01;BEVWEST_P;34.9;
2018;A01;BEVAUTOCH_P;48.6;
2018;A01;BEVNW;651;
2018;A01;BEVNW_P;16.5;
2018;A01;BEVEGNW;430;
2018;A01;BEVEGWEST;1076;
2018;A01;BEVNSTEDELING;2085;
2018;A01;BEVNSTEDELING_P;53.0;
2018;A01;BEVOPLLAAG_P;9;
2018;A01;BEVOPLMID_P;30;
2018;A01;BEVOPLHOOG_P;62;
2018;A01;BEVHHMKIND;200;
2018;A01;BEVHHMKIND_P;7.4;
2018;A01;BEV1P80PLUS;27;
2018;A01;BEV1P80PLUS_P;0.7;
2018;A01;BEV1P65_79V;97;
2018;A01;BEV1P65_79M;79;
2018;A01;BEV1P80PLUSV;16;
2018;A01;BEV1P80PLUSM;11;
2018;A01;BEV0_4;105;
2018;A01;BEV5_9;56;
2018;A01;BEV10_14;55;
2018;A01;BEV15_19;68;
2018;A01;BEV20_24;454;
2018;A01;BEV25_29;877;
2018;A01;BEV30_34;601;1698
2018;A01;BEV35_39;374;
2018;A01;BEV40_44;274;
2018;A01;BEV45_49;226;
2018;A01;BEV50_54;223;
2018;A01;BEV55_59;168;
2018;A01;BEV60_64;146;
2020;A01;BEVSUR;72;
2019;A01;BEVSUR;71;
2017;A01;BEVSUR;64;
2016;A01;BEVSUR;64;
2015;A01;BEVSUR;108;
2020;A01;BEVANTIL;26;
2019;A01;BEVANTIL;30;
2017;A01;BEVANTIL;26;
2016;A01;BEVANTIL;33;
2015;A01;BEVANTIL;56;
2020;A01;BEVTURK;61;
2019;A01;BEVTURK;45;
2017;A01;BEVTURK;35;
2016;A01;BEVTURK;36;
2015;A01;BEVTURK;34;
2020;A01;BEVMAROK;29;
2019;A01;BEVMAROK;33;
2017;A01;BEVMAROK;30;
2016;A01;BEVMAROK;33;
2015;A01;BEVMAROK;64;
2020;A01;BEVOVNW;565;
2019;A01;BEVOVNW;518;
2017;A01;BEVOVNW;464;
2016;A01;BEVOVNW;480;
2015;A01;BEVOVNW;465;
2020;A01;BEVWEST;1561;
2019;A01;BEVWEST;1556;
2017;A01;BEVWEST;1349;
2016;A01;BEVWEST;1253;
2015;A01;BEVWEST;1237;
2020;A01;BEVAUTOCH;1820;
2019;A01;BEVAUTOCH;1877;
2017;A01;BEVAUTOCH;2023;
2016;A01;BEVAUTOCH;2082;
2015;A01;BEVAUTOCH;2235;
2020;A01;BEVSUR_P;1.7;
2019;A01;BEVSUR_P;1.7;
2017;A01;BEVSUR_P;1.6;
2016;A01;BEVSUR_P;1.6;
2015;A01;BEVSUR_P;2.6;
2020;A01;BEVANTIL_P;0.6;
2019;A01;BEVANTIL_P;0.7;
2017;A01;BEVANTIL_P;0.7;
2016;A01;BEVANTIL_P;0.8;
2015;A01;BEVANTIL_P;1.3;
2020;A01;BEVTURK_P;1.5;
2019;A01;BEVTURK_P;1.1;
2017;A01;BEVTURK_P;0.9;
2016;A01;BEVTURK_P;0.9;
2015;A01;BEVTURK_P;0.8;
2020;A01;BEVMAROK_P;0.7;
2019;A01;BEVMAROK_P;0.8;
2017;A01;BEVMAROK_P;0.8;
2016;A01;BEVMAROK_P;0.8;
2015;A01;BEVMAROK_P;1.5;
2020;A01;BEVOVNW_P;13.7;
2019;A01;BEVOVNW_P;12.5;
2017;A01;BEVOVNW_P;11.6;
2016;A01;BEVOVNW_P;12.1;
2015;A01;BEVOVNW_P;11.1;
2020;A01;BEVWEST_P;37.8;
2019;A01;BEVWEST_P;37.7;
2017;A01;BEVWEST_P;33.8;
2016;A01;BEVWEST_P;31.5;
2015;A01;BEVWEST_P;29.5;
2020;A01;BEVAUTOCH_P;44.0;
2019;A01;BEVAUTOCH_P;45.4;
2017;A01;BEVAUTOCH_P;50.7;
2016;A01;BEVAUTOCH_P;52.3;
2015;A01;BEVAUTOCH_P;53.2;
2020;A01;BEVNW;753;
2019;A01;BEVNW;697;
2017;A01;BEVNW;619;
2016;A01;BEVNW;646;
2015;A01;BEVNW;727;
2020;A01;BEVNW_P;18.2;
2019;A01;BEVNW_P;16.9;
2017;A01;BEVNW_P;15.5;
2016;A01;BEVNW_P;16.2;
2015;A01;BEVNW_P;17.3;
2020;A01;BEVEGNW;532;
2019;A01;BEVEGNW;473;
2017;A01;BEVEGNW;424;
2016;A01;BEVEGNW;439;
2015;A01;BEVEGNW;469;
2020;A01;BEVEGWEST;1280;
2019;A01;BEVEGWEST;1246;
2017;A01;BEVEGWEST;1036;
2016;A01;BEVEGWEST;935;
2015;A01;BEVEGWEST;918;
2020;A01;BEVNSTEDELING;2113;
2019;A01;BEVNSTEDELING;2153;
2017;A01;BEVNSTEDELING;2162;
2016;A01;BEVNSTEDELING;2165;
2015;A01;BEVNSTEDELING;2278;
2020;A01;BEVNSTEDELING_P;51.1;
2019;A01;BEVNSTEDELING_P;52.1;
2017;A01;BEVNSTEDELING_P;54.2;
2016;A01;BEVNSTEDELING_P;54.4;
2015;A01;BEVNSTEDELING_P;54.3;
2017;A01;BEVOPLLAAG_P;8;
2016;A01;BEVOPLLAAG_P;7;
2015;A01;BEVOPLLAAG_P;8;
2017;A01;BEVOPLMID_P;30;
2016;A01;BEVOPLMID_P;32;
2015;A01;BEVOPLMID_P;34;
2017;A01;BEVOPLHOOG_P;62;
2016;A01;BEVOPLHOOG_P;61;
2015;A01;BEVOPLHOOG_P;58;
2020;A01;BEVHHMKIND;194;
2019;A01;BEVHHMKIND;205;
2017;A01;BEVHHMKIND;197;
2016;A01;BEVHHMKIND;184;
2015;A01;BEVHHMKIND;186;
2020;A01;BEVHHMKIND_P;6.9;
2019;A01;BEVHHMKIND_P;7.3;
2017;A01;BEVHHMKIND_P;7.2;
2016;A01;BEVHHMKIND_P;6.8;
2015;A01;BEVHHMKIND_P;6.7;
2020;A01;BEV1P80PLUS;28;
2019;A01;BEV1P80PLUS;27;
2017;A01;BEV1P80PLUS;24;
2016;A01;BEV1P80PLUS;26;
2015;A01;BEV1P80PLUS;24;
2020;A01;BEV1P80PLUS_P;0.7;
2019;A01;BEV1P80PLUS_P;0.7;
2017;A01;BEV1P80PLUS_P;0.6;
2016;A01;BEV1P80PLUS_P;0.7;
2015;A01;BEV1P80PLUS_P;0.6;
2020;A01;BEV1P65_79V;99;
2019;A01;BEV1P65_79V;99;
2017;A01;BEV1P65_79V;93;
2016;A01;BEV1P65_79V;88;
2015;A01;BEV1P65_79V;81;
2020;A01;BEV1P65_79M;89;
2019;A01;BEV1P65_79M;84;
2017;A01;BEV1P65_79M;77;
2016;A01;BEV1P65_79M;76;
2015;A01;BEV1P65_79M;79;
2020;A01;BEV1P80PLUSV;16;
2019;A01;BEV1P80PLUSV;15;
2017;A01;BEV1P80PLUSV;14;
2016;A01;BEV1P80PLUSV;15;
2015;A01;BEV1P80PLUSV;14;
2020;A01;BEV1P80PLUSM;12;
2019;A01;BEV1P80PLUSM;12;
2017;A01;BEV1P80PLUSM;10;
2016;A01;BEV1P80PLUSM;11;
2015;A01;BEV1P80PLUSM;10;
2020;A01;BEV0_4;76;
2019;A01;BEV0_4;97;
2017;A01;BEV0_4;112;
2016;A01;BEV0_4;100;
2015;A01;BEV0_4;109;
2020;A01;BEV5_9;54;
2019;A01;BEV5_9;58;
2017;A01;BEV5_9;55;
2016;A01;BEV5_9;66;
2015;A01;BEV5_9;71;
2020;A01;BEV10_14;63;
2019;A01;BEV10_14;62;
2017;A01;BEV10_14;53;
2016;A01;BEV10_14;54;
2015;A01;BEV10_14;52;
2020;A01;BEV15_19;94;
2019;A01;BEV15_19;94;
2017;A01;BEV15_19;65;
2016;A01;BEV15_19;74;
2015;A01;BEV15_19;88;
2020;A01;BEV20_24;516;
2019;A01;BEV20_24;496;
2017;A01;BEV20_24;486;
2016;A01;BEV20_24;519;
2015;A01;BEV20_24;551;
2020;A01;BEV25_29;909;
2019;A01;BEV25_29;875;
2017;A01;BEV25_29;898;
2016;A01;BEV25_29;867;
2015;A01;BEV25_29;890;
2020;A01;BEV30_34;679;
2019;A01;BEV30_34;680;
2017;A01;BEV30_34;601;
2016;A01;BEV30_34;600;
2015;A01;BEV30_34;615;
2020;A01;BEV35_39;366;
2019;A01;BEV35_39;377;
2017;A01;BEV35_39;382;
2016;A01;BEV35_39;366;
2015;A01;BEV35_39;384;
2020;A01;BEV40_44;264;
2019;A01;BEV40_44;294;
2017;A01;BEV40_44;266;
2016;A01;BEV40_44;276;
2015;A01;BEV40_44;298;
2020;A01;BEV45_49;238;
2019;A01;BEV45_49;242;
2017;A01;BEV45_49;230;
2016;A01;BEV45_49;231;
2015;A01;BEV45_49;263;
2020;A01;BEV50_54;198;
2019;A01;BEV50_54;214;
2017;A01;BEV50_54;235;
2016;A01;BEV50_54;215;
2015;A01;BEV50_54;217;
2020;A01;BEV55_59;190;
2019;A01;BEV55_59;165;
2017;A01;BEV55_59;176;
2016;A01;BEV55_59;193;
2015;A01;BEV55_59;188;
2020;A01;BEV60_64;156;
2019;A01;BEV60_64;160;
2017;A01;BEV60_64;144;
2016;A01;BEV60_64;139;
2015;A01;BEV60_64;167;
2020;A01;BEV65_69;126;
2018;A01;IINKQ1_P;33;
2017;A01;IINKQ1_P;33;
2016;A01;IINKQ1_P;35;
2015;A01;IINKQ1_P;36;
2018;A01;IINKQ2_P;23;
2017;A01;IINKQ2_P;22;
2016;A01;IINKQ2_P;21;
2015;A01;IINKQ2_P;21;
2018;A01;IINKQ3_P;17;
2017;A01;IINKQ3_P;17;
2016;A01;IINKQ3_P;17;
2015;A01;IINKQ3_P;16;
2018;A01;IINKQ4_P;13;
2017;A01;IINKQ4_P;13;
2016;A01;IINKQ4_P;12;
2015;A01;IINKQ4_P;12;
2018;A01;IINKQ5_P;14;
2017;A01;IINKQ5_P;15;
2016;A01;IINKQ5_P;15;
2015;A01;IINKQ5_P;15;
2020;A02;BEVTOTAAL;6440;
2019;A02;BEVTOTAAL;6374;
2017;A02;BEVTOTAAL;6371;
2016;A02;BEVTOTAAL;6483;
2015;A02;BEVTOTAAL;6429;
2020;A02;BEVMAN;3372;
2019;A02;BEVMAN;3376;
2017;A02;BEVMAN;3342;
2016;A02;BEVMAN;3417;
2015;A02;BEVMAN;3384;
2020;A02;BEVVROUW;3068;
2019;A02;BEVVROUW;2998;
2017;A02;BEVVROUW;3029;
2016;A02;BEVVROUW;3066;
2015;A02;BEVVROUW;3045;
2020;A02;BEVMAN_P;52.4;
2019;A02;BEVMAN_P;53.0;
2017;A02;BEVMAN_P;52.5;
2016;A02;BEVMAN_P;52.7;
2015;A02;BEVMAN_P;52.6;
2020;A02;BEVVROUW_P;47.6;
2019;A02;BEVVROUW_P;47.0;
2017;A02;BEVVROUW_P;47.5;
2016;A02;BEVVROUW_P;47.3;
2015;A02;BEVVROUW_P;47.4;
2020;A02;BEVDICHT;14382;
2019;A02;BEVDICHT;14234;
2017;A02;BEVDICHT;14141;
2016;A02;BEVDICHT;14407;
2015;A02;BEVDICHT;14287;
2018;A02;BEVTOTAAL;6386;
2018;A02;BEVMAN;3377;
2018;A02;BEVVROUW;3009;
2018;A02;BEVMAN_P;52.9;
2018;A02;BEVVROUW_P;47.1;
2018;A02;BEVDICHT;14261;
2018;A02;BEVSUR;61;
2018;A02;BEVANTIL;50;
2018;A02;BEVTURK;61;
2018;A02;BEVMAROK;11;
2018;A02;BEVOVNW;473;
2018;A02;BEVWEST;2037;
2018;A02;BEVAUTOCH;3693;
2018;A02;BEVSUR_P;1.0;
2018;A02;BEVANTIL_P;0.8;
2018;A02;BEVTURK_P;1.0;
2018;A02;BEVMAROK_P;0.2;
2018;A02;BEVOVNW_P;7.4;
2018;A02;BEVWEST_P;31.9;
2018;A02;BEVAUTOCH_P;57.8;
2018;A02;BEVNW;656;
2018;A02;BEVNW_P;10.3;
2018;A02;BEVEGNW;467;
2018;A02;BEVEGWEST;1431;
2018;A02;BEVNSTEDELING;2887;
2018;A02;BEVNSTEDELING_P;45.2;
2018;A02;BEVOPLLAAG_P;7;
2018;A02;BEVOPLMID_P;26;
2018;A02;BEVOPLHOOG_P;66;
2018;A02;BEVHHMKIND;514;
2018;A02;BEVHHMKIND_P;13.0;
2018;A02;BEV1P80PLUS;65;
2018;A02;BEV1P80PLUS_P;1.0;
2018;A02;BEV1P65_79V;207;
2018;A02;BEV1P65_79M;178;
2018;A02;BEV1P80PLUSV;38;
2018;A02;BEV1P80PLUSM;27;
2018;A02;BEV0_4;177;
2018;A02;BEV5_9;171;
2018;A02;BEV10_14;161;
2018;A02;BEV15_19;232;
2018;A02;BEV20_24;608;
2018;A02;BEV25_29;756;
2018;A02;BEV30_34;604;
2018;A02;BEV35_39;407;
2018;A02;BEV40_44;408;
2018;A02;BEV45_49;460;
2018;A02;BEV50_54;511;
2018;A02;BEV55_59;428;
2018;A02;BEV60_64;380;
2020;A02;BEVSUR;58;
2019;A02;BEVSUR;53;
2017;A02;BEVSUR;62;
2016;A02;BEVSUR;69;
2015;A02;BEVSUR;64;
2020;A02;BEVANTIL;47;
2019;A02;BEVANTIL;42;
2017;A02;BEVANTIL;50;
2016;A02;BEVANTIL;42;
2015;A02;BEVANTIL;48;
2020;A02;BEVTURK;65;
2019;A02;BEVTURK;54;
2017;A02;BEVTURK;49;
2016;A02;BEVTURK;45;
2015;A02;BEVTURK;44;
2020;A02;BEVMAROK;16;
2019;A02;BEVMAROK;11;
2017;A02;BEVMAROK;9;
2016;A02;BEVMAROK;10;
2015;A02;BEVMAROK;14;
2020;A02;BEVOVNW;552;
2019;A02;BEVOVNW;539;
2017;A02;BEVOVNW;439;
2016;A02;BEVOVNW;458;
2015;A02;BEVOVNW;427;
2020;A02;BEVWEST;2227;
2019;A02;BEVWEST;2093;
2017;A02;BEVWEST;2007;
2016;A02;BEVWEST;2033;
2015;A02;BEVWEST;2003;
2020;A02;BEVAUTOCH;3475;
2019;A02;BEVAUTOCH;3582;
2017;A02;BEVAUTOCH;3755;
2016;A02;BEVAUTOCH;3826;
2015;A02;BEVAUTOCH;3829;
2020;A02;BEVSUR_P;0.9;
2019;A02;BEVSUR_P;0.8;
2017;A02;BEVSUR_P;1.0;
2016;A02;BEVSUR_P;1.1;
2015;A02;BEVSUR_P;1.0;
2020;A02;BEVANTIL_P;0.7;
2019;A02;BEVANTIL_P;0.7;
2017;A02;BEVANTIL_P;0.8;
2016;A02;BEVANTIL_P;0.6;
