jaar;gebiedcode15;variabele;waarde;
2018;K47;BEVANTIL_P;0.7;
2018;K47;BEVTURK_P;0.6;
2018;K47;BEVMAROK_P;0.3;
2018;K47;BEVOVNW_P;6.6;
2018;K47;BEVWEST_P;29.9;
2018;K47;BEVAUTOCH_P;60.6;
2018;K47;BEVNW;1200;
2018;K47;BEVNW_P;9.5;
2018;K47;BEVEGNW;739;
2018;K47;BEVEGWEST;2458;
2018;K47;BEVNSTEDELING;4593;
2018;K47;BEVNSTEDELING_P;36.4;
2018;K47;BEVOPLLAAG_P;10;
2018;K47;BEVOPLMID_P;25;
2018;K47;BEVOPLHOOG_P;65;
2018;K47;BEVHHMKIND;1593;
2018;K47;BEVHHMKIND_P;23.9;
2018;K47;BEV1P80PLUS;191;
2018;K47;BEV1P80PLUS_P;1.5;
2018;K47;BEV1P65_79V;463;
2018;K47;BEV1P65_79M;277;
2018;K47;BEV1P80PLUSV;130;
2018;K47;BEV1P80PLUSM;61;
2018;K47;BEV0_4;637;
2018;K47;BEV5_9;671;
2018;K47;BEV10_14;613;
2018;K47;BEV15_19;579;
2018;K47;BEV20_24;585;
2018;K47;BEV25_29;1012;
2018;K47;BEV30_34;1005;
2018;K47;BEV35_39;937;
2018;K47;BEV40_44;871;
2018;K47;BEV45_49;974;
2018;K47;BEV50_54;875;
2018;K47;BEV55_59;784;
2018;K47;BEV60_64;650;
2020;K47;BEVHHMKIND;1583;
2019;K47;BEVHHMKIND;1621;
2017;K47;BEVHHMKIND;1632;
2016;K47;BEVHHMKIND;1611;
2015;K47;BEVHHMKIND;1584;
2020;K47;BEVHHMKIND_P;23.6;
2019;K47;BEVHHMKIND_P;24.0;
2017;K47;BEVHHMKIND_P;24.3;
2016;K47;BEVHHMKIND_P;23.8;
2015;K47;BEVHHMKIND_P;23.4;
2020;K47;BEV1P80PLUS;221;
2019;K47;BEV1P80PLUS;212;
2017;K47;BEV1P80PLUS;182;
2016;K47;BEV1P80PLUS;175;
2015;K47;BEV1P80PLUS;167;
2020;K47;BEV1P80PLUS_P;1.8;
2019;K47;BEV1P80PLUS_P;1.7;
2017;K47;BEV1P80PLUS_P;1.4;
2016;K47;BEV1P80PLUS_P;1.4;
2015;K47;BEV1P80PLUS_P;1.3;
2020;K47;BEV1P65_79V;466;
2019;K47;BEV1P65_79V;464;
2017;K47;BEV1P65_79V;459;
2016;K47;BEV1P65_79V;441;
2015;K47;BEV1P65_79V;408;
2020;K47;BEV1P65_79M;275;
2019;K47;BEV1P65_79M;268;
2017;K47;BEV1P65_79M;277;
2016;K47;BEV1P65_79M;268;
2015;K47;BEV1P65_79M;259;
2020;K47;BEV1P80PLUSV;146;
2019;K47;BEV1P80PLUSV;141;
2017;K47;BEV1P80PLUSV;130;
2016;K47;BEV1P80PLUSV;125;
2015;K47;BEV1P80PLUSV;119;
2020;K47;BEV1P80PLUSM;75;
2019;K47;BEV1P80PLUSM;71;
2017;K47;BEV1P80PLUSM;52;
2016;K47;BEV1P80PLUSM;50;
2015;K47;BEV1P80PLUSM;48;
2020;K47;BEV0_4;539;
2019;K47;BEV0_4;606;
2017;K47;BEV0_4;737;
2016;K47;BEV0_4;753;
2015;K47;BEV0_4;753;
2020;K47;BEV5_9;638;
2019;K47;BEV5_9;644;
2017;K47;BEV5_9;698;
2016;K47;BEV5_9;712;
2015;K47;BEV5_9;696;
2020;K47;BEV10_14;617;
2019;K47;BEV10_14;649;
2017;K47;BEV10_14;614;
2016;K47;BEV10_14;602;
2015;K47;BEV10_14;600;
2020;K47;BEV15_19;616;
2019;K47;BEV15_19;597;
2017;K47;BEV15_19;566;
2016;K47;BEV15_19;517;
2015;K47;BEV15_19;502;
2020;K47;BEV20_24;650;
2019;K47;BEV20_24;639;
2017;K47;BEV20_24;616;
2016;K47;BEV20_24;658;
2015;K47;BEV20_24;676;
2020;K47;BEV25_29;1069;
2019;K47;BEV25_29;1024;
2017;K47;BEV25_29;1052;
2016;K47;BEV25_29;1056;
2015;K47;BEV25_29;1112;
2020;K47;BEV30_34;1012;
2019;K47;BEV30_34;1039;
2017;K47;BEV30_34;1039;
2016;K47;BEV30_34;1017;
2015;K47;BEV30_34;1033;
2020;K47;BEV35_39;840;
2019;K47;BEV35_39;893;
2017;K47;BEV35_39;954;
2016;K47;BEV35_39;940;
2015;K47;BEV35_39;927;
2020;K47;BEV40_44;863;
2019;K47;BEV40_44;871;
2017;K47;BEV40_44;911;
2016;K47;BEV40_44;978;
2015;K47;BEV40_44;1032;
2020;K47;BEV45_49;910;
2019;K47;BEV45_49;954;
2017;K47;BEV45_49;994;
2016;K47;BEV45_49;1000;
2015;K47;BEV45_49;969;
2020;K47;BEV50_54;901;
2019;K47;BEV50_54;885;
2017;K47;BEV50_54;857;
2016;K47;BEV50_54;814;
2015;K47;BEV50_54;799;
2020;K47;BEV55_59;771;
2019;K47;BEV55_59;770;
2017;K47;BEV55_59;738;
2016;K47;BEV55_59;753;
2015;K47;BEV55_59;775;
2020;K47;BEV60_64;710;
2019;K47;BEV60_64;680;
2017;K47;BEV60_64;685;
2016;K47;BEV60_64;733;
2015;K47;BEV60_64;760;
2020;K47;BEV65_69;688;
2018;K47;IINKQ1_P;17;
2017;K47;IINKQ1_P;16;
2016;K47;IINKQ1_P;17;
2015;K47;IINKQ1_P;18;
2018;K47;IINKQ2_P;14;
2017;K47;IINKQ2_P;14;
2016;K47;IINKQ2_P;13;
2015;K47;IINKQ2_P;13;
2018;K47;IINKQ3_P;15;
2017;K47;IINKQ3_P;15;
2016;K47;IINKQ3_P;14;
2015;K47;IINKQ3_P;15;
2018;K47;IINKQ4_P;15;
2017;K47;IINKQ4_P;15;
2016;K47;IINKQ4_P;15;
2015;K47;IINKQ4_P;14;
2018;K47;IINKQ5_P;39;
2017;K47;IINKQ5_P;40;
2016;K47;IINKQ5_P;41;
2015;K47;IINKQ5_P;40;
2020;K48;BEVTOTAAL;11925;
2019;K48;BEVTOTAAL;11827;
2017;K48;BEVTOTAAL;11806;
2016;K48;BEVTOTAAL;11646;
2015;K48;BEVTOTAAL;11572;
2020;K48;BEVMAN;5617;
2019;K48;BEVMAN;5576;
2017;K48;BEVMAN;5527;
2016;K48;BEVMAN;5453;
2015;K48;BEVMAN;5464;
2020;K48;BEVVROUW;6308;
2019;K48;BEVVROUW;6251;
2017;K48;BEVVROUW;6279;
2016;K48;BEVVROUW;6193;
2015;K48;BEVVROUW;6108;
2020;K48;BEVMAN_P;47.1;
2019;K48;BEVMAN_P;47.1;
2017;K48;BEVMAN_P;46.8;
2016;K48;BEVMAN_P;46.8;
2015;K48;BEVMAN_P;47.2;
2020;K48;BEVVROUW_P;52.9;
2019;K48;BEVVROUW_P;52.9;
2017;K48;BEVVROUW_P;53.2;
2016;K48;BEVVROUW_P;53.2;
2015;K48;BEVVROUW_P;52.8;
2020;K48;BEVDICHT;12603;
2019;K48;BEVDICHT;12502;
2017;K48;BEVDICHT;12526;
2016;K48;BEVDICHT;12389;
2015;K48;BEVDICHT;12311;
2020;K48;BEVSUR;527;
2019;K48;BEVSUR;545;
2017;K48;BEVSUR;564;
2016;K48;BEVSUR;555;
2015;K48;BEVSUR;557;
2020;K48;BEVANTIL;135;
2019;K48;BEVANTIL;149;
2017;K48;BEVANTIL;157;
2016;K48;BEVANTIL;139;
2015;K48;BEVANTIL;146;
2020;K48;BEVTURK;326;
2019;K48;BEVTURK;306;
2017;K48;BEVTURK;255;
2016;K48;BEVTURK;246;
2015;K48;BEVTURK;242;
2020;K48;BEVMAROK;543;
2019;K48;BEVMAROK;558;
2017;K48;BEVMAROK;547;
2016;K48;BEVMAROK;575;
2015;K48;BEVMAROK;592;
2020;K48;BEVOVNW;1280;
2019;K48;BEVOVNW;1177;
2017;K48;BEVOVNW;1064;
2016;K48;BEVOVNW;1010;
2015;K48;BEVOVNW;996;
2020;K48;BEVWEST;2653;
2019;K48;BEVWEST;2552;
2017;K48;BEVWEST;2340;
2016;K48;BEVWEST;2230;
2015;K48;BEVWEST;2133;
2020;K48;BEVAUTOCH;6461;
2019;K48;BEVAUTOCH;6540;
2017;K48;BEVAUTOCH;6879;
2016;K48;BEVAUTOCH;6891;
2015;K48;BEVAUTOCH;6906;
2020;K48;BEVSUR_P;4.4;
2019;K48;BEVSUR_P;4.6;
2017;K48;BEVSUR_P;4.8;
2016;K48;BEVSUR_P;4.8;
2015;K48;BEVSUR_P;4.8;
2020;K48;BEVANTIL_P;1.1;
2019;K48;BEVANTIL_P;1.3;
2017;K48;BEVANTIL_P;1.3;
2016;K48;BEVANTIL_P;1.2;
2015;K48;BEVANTIL_P;1.3;
2020;K48;BEVTURK_P;2.7;
2019;K48;BEVTURK_P;2.6;
2017;K48;BEVTURK_P;2.2;
2016;K48;BEVTURK_P;2.1;
2015;K48;BEVTURK_P;2.1;
2020;K48;BEVMAROK_P;4.6;
2019;K48;BEVMAROK_P;4.7;
2017;K48;BEVMAROK_P;4.6;
2016;K48;BEVMAROK_P;4.9;
2015;K48;BEVMAROK_P;5.1;
2020;K48;BEVOVNW_P;10.7;
2019;K48;BEVOVNW_P;10.0;
2017;K48;BEVOVNW_P;9.0;
2016;K48;BEVOVNW_P;8.7;
2015;K48;BEVOVNW_P;8.6;
2020;K48;BEVWEST_P;22.2;
2019;K48;BEVWEST_P;21.6;
2017;K48;BEVWEST_P;19.8;
2016;K48;BEVWEST_P;19.1;
2015;K48;BEVWEST_P;18.4;
2020;K48;BEVAUTOCH_P;54.2;
2019;K48;BEVAUTOCH_P;55.3;
2017;K48;BEVAUTOCH_P;58.3;
2016;K48;BEVAUTOCH_P;59.2;
2015;K48;BEVAUTOCH_P;59.7;
2020;K48;BEVNW;2811;
2019;K48;BEVNW;2735;
2017;K48;BEVNW;2587;
2016;K48;BEVNW;2525;
2015;K48;BEVNW;2533;
2020;K48;BEVNW_P;23.6;
2019;K48;BEVNW_P;23.1;
2017;K48;BEVNW_P;21.9;
2016;K48;BEVNW_P;21.7;
2015;K48;BEVNW_P;21.9;
2020;K48;BEVEGNW;1720;
2019;K48;BEVEGNW;1621;
2017;K48;BEVEGNW;1486;
2016;K48;BEVEGNW;1440;
2015;K48;BEVEGNW;1461;
2020;K48;BEVEGWEST;1650;
2019;K48;BEVEGWEST;1567;
2017;K48;BEVEGWEST;1357;
2016;K48;BEVEGWEST;1247;
2015;K48;BEVEGWEST;1155;
2020;K48;BEVNSTEDELING;4143;
2019;K48;BEVNSTEDELING;4224;
2017;K48;BEVNSTEDELING;4442;
2016;K48;BEVNSTEDELING;4395;
2015;K48;BEVNSTEDELING;4351;
2020;K48;BEVNSTEDELING_P;34.7;
2019;K48;BEVNSTEDELING_P;35.7;
2017;K48;BEVNSTEDELING_P;37.6;
2016;K48;BEVNSTEDELING_P;37.7;
2015;K48;BEVNSTEDELING_P;37.6;
2017;K48;BEVOPLLAAG_P;17;
2016;K48;BEVOPLLAAG_P;17;
2015;K48;BEVOPLLAAG_P;17;
2017;K48;BEVOPLMID_P;28;
2016;K48;BEVOPLMID_P;28;
2015;K48;BEVOPLMID_P;29;
2017;K48;BEVOPLHOOG_P;55;
2016;K48;BEVOPLHOOG_P;54;
2015;K48;BEVOPLHOOG_P;54;
2018;K48;BEVTOTAAL;11798;
2018;K48;BEVMAN;5505;
2018;K48;BEVVROUW;6293;
2018;K48;BEVMAN_P;46.7;
2018;K48;BEVVROUW_P;53.3;
2018;K48;BEVDICHT;12452;
2018;K48;BEVSUR;562;
2018;K48;BEVANTIL;157;
2018;K48;BEVTURK;279;
2018;K48;BEVMAROK;552;
2018;K48;BEVOVNW;1096;
2018;K48;BEVWEST;2479;
2018;K48;BEVAUTOCH;6673;
2018;K48;BEVSUR_P;4.8;
2018;K48;BEVANTIL_P;1.3;
2018;K48;BEVTURK_P;2.4;
2018;K48;BEVMAROK_P;4.7;
2018;K48;BEVOVNW_P;9.3;
2018;K48;BEVWEST_P;21.0;
2018;K48;BEVAUTOCH_P;56.6;
2018;K48;BEVNW;2646;
2018;K48;BEVNW_P;22.4;
2018;K48;BEVEGNW;1535;
2018;K48;BEVEGWEST;1492;
2018;K48;BEVNSTEDELING;4323;
2018;K48;BEVNSTEDELING_P;36.6;
2018;K48;BEVOPLLAAG_P;17;
2018;K48;BEVOPLMID_P;28;
2018;K48;BEVOPLHOOG_P;55;
2018;K48;BEVHHMKIND;1545;
2018;K48;BEVHHMKIND_P;22.4;
2018;K48;BEV1P80PLUS;236;
2018;K48;BEV1P80PLUS_P;2.0;
2018;K48;BEV1P65_79V;483;
2018;K48;BEV1P65_79M;272;
2018;K48;BEV1P80PLUSV;180;
2018;K48;BEV1P80PLUSM;56;
2018;K48;BEV0_4;580;
2018;K48;BEV5_9;490;
2018;K48;BEV10_14;417;
2018;K48;BEV15_19;442;
2018;K48;BEV20_24;743;
2018;K48;BEV25_29;1285;
2018;K48;BEV30_34;1379;
2018;K48;BEV35_39;960;
2018;K48;BEV40_44;854;
2018;K48;BEV45_49;811;
2018;K48;BEV50_54;732;
2018;K48;BEV55_59;721;
2018;K48;BEV60_64;618;
2020;K48;BEVHHMKIND;1634;
2019;K48;BEVHHMKIND;1588;
2017;K48;BEVHHMKIND;1557;
2016;K48;BEVHHMKIND;1512;
2015;K48;BEVHHMKIND;1508;
2020;K48;BEVHHMKIND_P;23.9;
2019;K48;BEVHHMKIND_P;23.2;
2017;K48;BEVHHMKIND_P;22.6;
2016;K48;BEVHHMKIND_P;22.3;
2015;K48;BEVHHMKIND_P;22.3;
2020;K48;BEV1P80PLUS;236;
2019;K48;BEV1P80PLUS;240;
2017;K48;BEV1P80PLUS;239;
2016;K48;BEV1P80PLUS;236;
2015;K48;BEV1P80PLUS;225;
2020;K48;BEV1P80PLUS_P;2.0;
2019;K48;BEV1P80PLUS_P;2.0;
2017;K48;BEV1P80PLUS_P;2.0;
2016;K48;BEV1P80PLUS_P;2.0;
2015;K48;BEV1P80PLUS_P;1.9;
2020;K48;BEV1P65_79V;499;
2019;K48;BEV1P65_79V;479;
2017;K48;BEV1P65_79V;472;
2016;K48;BEV1P65_79V;464;
2015;K48;BEV1P65_79V;455;
2020;K48;BEV1P65_79M;279;
2019;K48;BEV1P65_79M;278;
2017;K48;BEV1P65_79M;258;
2016;K48;BEV1P65_79M;253;
2015;K48;BEV1P65_79M;245;
2020;K48;BEV1P80PLUSV;178;
2019;K48;BEV1P80PLUSV;182;
2017;K48;BEV1P80PLUSV;180;
2016;K48;BEV1P80PLUSV;179;
2015;K48;BEV1P80PLUSV;168;
2020;K48;BEV1P80PLUSM;58;
2019;K48;BEV1P80PLUSM;58;
2017;K48;BEV1P80PLUSM;59;
2016;K48;BEV1P80PLUSM;57;
2015;K48;BEV1P80PLUSM;57;
2020;K48;BEV0_4;625;
2019;K48;BEV0_4;613;
2017;K48;BEV0_4;621;
2016;K48;BEV0_4;639;
2015;K48;BEV0_4;640;
2020;K48;BEV5_9;494;
2019;K48;BEV5_9;482;
2017;K48;BEV5_9;483;
2016;K48;BEV5_9;469;
2015;K48;BEV5_9;464;
2020;K48;BEV10_14;441;
2019;K48;BEV10_14;405;
2017;K48;BEV10_14;417;
2016;K48;BEV10_14;406;
2015;K48;BEV10_14;406;
2020;K48;BEV15_19;475;
2019;K48;BEV15_19;463;
2017;K48;BEV15_19;416;
2016;K48;BEV15_19;408;
2015;K48;BEV15_19;394;
2020;K48;BEV20_24;591;
2019;K48;BEV20_24;668;
2017;K48;BEV20_24;785;
2016;K48;BEV20_24;785;
2015;K48;BEV20_24;779;
2020;K48;BEV25_29;1339;
2019;K48;BEV25_29;1341;
2017;K48;BEV25_29;1353;
2016;K48;BEV25_29;1337;
2015;K48;BEV25_29;1305;
2020;K48;BEV30_34;1424;
2019;K48;BEV30_34;1406;
2017;K48;BEV30_34;1336;
2016;K48;BEV30_34;1272;
2015;K48;BEV30_34;1268;
2020;K48;BEV35_39;1011;
2019;K48;BEV35_39;979;
2017;K48;BEV35_39;973;
2016;K48;BEV35_39;961;
2015;K48;BEV35_39;959;
2020;K48;BEV40_44;822;
2019;K48;BEV40_44;845;
2017;K48;BEV40_44;869;
2016;K48;BEV40_44;928;
2015;K48;BEV40_44;925;
2020;K48;BEV45_49;830;
2019;K48;BEV45_49;781;
2017;K48;BEV45_49;758;
2016;K48;BEV45_49;709;
2015;K48;BEV45_49;714;
2020;K48;BEV50_54;692;
2019;K48;BEV50_54;722;
2017;K48;BEV50_54;775;
2016;K48;BEV50_54;790;
2015;K48;BEV50_54;814;
2020;K48;BEV55_59;772;
2019;K48;BEV55_59;748;
2017;K48;BEV55_59;707;
2016;K48;BEV55_59;674;
2015;K48;BEV55_59;658;
2020;K48;BEV60_64;622;
2019;K48;BEV60_64;616;
2017;K48;BEV60_64;601;
2016;K48;BEV60_64;598;
2015;K48;BEV60_64;590;
2020;K48;BEV65_69;536;
2018;K48;IINKQ1_P;30;
2017;K48;IINKQ1_P;30;
2016;K48;IINKQ1_P;30;
2015;K48;IINKQ1_P;30;
2018;K48;IINKQ2_P;21;
2017;K48;IINKQ2_P;21;
2016;K48;IINKQ2_P;20;
2015;K48;IINKQ2_P;21;
2018;K48;IINKQ3_P;17;
2017;K48;IINKQ3_P;17;
2016;K48;IINKQ3_P;17;
2015;K48;IINKQ3_P;16;
2018;K48;IINKQ4_P;13;
2017;K48;IINKQ4_P;13;
2016;K48;IINKQ4_P;13;
2015;K48;IINKQ4_P;13;
2018;K48;IINKQ5_P;19;
2017;K48;IINKQ5_P;20;
2016;K48;IINKQ5_P;19;
2015;K48;IINKQ5_P;19;
2020;K49;BEVTOTAAL;8537;
2019;K49;BEVTOTAAL;8636;
2017;K49;BEVTOTAAL;8691;
2016;K49;BEVTOTAAL;8764;
2015;K49;BEVTOTAAL;8644;
2020;K49;BEVMAN;4041;
2019;K49;BEVMAN;4102;
2017;K49;BEVMAN;4098;
2016;K49;BEVMAN;4150;
2015;K49;BEVMAN;4111;
2020;K49;BEVVROUW;4496;
2019;K49;BEVVROUW;4534;
2017;K49;BEVVROUW;4593;
2016;K49;BEVVROUW;4614;
2015;K49;BEVVROUW;4533;
2020;K49;BEVMAN_P;47.3;
2019;K49;BEVMAN_P;47.5;
2017;K49;BEVMAN_P;47.2;
2016;K49;BEVMAN_P;47.4;
2015;K49;BEVMAN_P;47.6;
2020;K49;BEVVROUW_P;52.7;
2019;K49;BEVVROUW_P;52.5;
2017;K49;BEVVROUW_P;52.8;
2016;K49;BEVVROUW_P;52.6;
2015;K49;BEVVROUW_P;52.4;
2020;K49;BEVDICHT;9671;
2019;K49;BEVDICHT;9784;
2017;K49;BEVDICHT;9855;
2016;K49;BEVDICHT;9959;
2015;K49;BEVDICHT;9823;
2020;K49;BEVSUR;87;
2019;K49;BEVSUR;93;
2017;K49;BEVSUR;89;
2016;K49;BEVSUR;92;
2015;K49;BEVSUR;92;
2020;K49;BEVANTIL;56;
2019;K49;BEVANTIL;51;
2017;K49;BEVANTIL;53;
2016;K49;BEVANTIL;57;
2015;K49;BEVANTIL;56;
2020;K49;BEVTURK;116;
2019;K49;BEVTURK;97;
2017;K49;BEVTURK;57;
2016;K49;BEVTURK;49;
2015;K49;BEVTURK;51;
2020;K49;BEVMAROK;22;
2019;K49;BEVMAROK;23;
2017;K49;BEVMAROK;21;
2016;K49;BEVMAROK;17;
2015;K49;BEVMAROK;17;
2020;K49;BEVOVNW;646;
2019;K49;BEVOVNW;627;
2017;K49;BEVOVNW;625;
2016;K49;BEVOVNW;577;
2015;K49;BEVOVNW;558;
2020;K49;BEVWEST;2736;
2019;K49;BEVWEST;2711;
2017;K49;BEVWEST;2594;
2016;K49;BEVWEST;2586;
2015;K49;BEVWEST;2422;
2020;K49;BEVAUTOCH;4874;
2019;K49;BEVAUTOCH;5034;
2017;K49;BEVAUTOCH;5252;
2016;K49;BEVAUTOCH;5386;
2015;K49;BEVAUTOCH;5448;
2020;K49;BEVSUR_P;1.0;
2019;K49;BEVSUR_P;1.1;
2017;K49;BEVSUR_P;1.0;
2016;K49;BEVSUR_P;1.0;
2015;K49;BEVSUR_P;1.1;
2020;K49;BEVANTIL_P;0.7;
2019;K49;BEVANTIL_P;0.6;
2017;K49;BEVANTIL_P;0.6;
2016;K49;BEVANTIL_P;0.7;
2015;K49;BEVANTIL_P;0.6;
2020;K49;BEVTURK_P;1.4;
2019;K49;BEVTURK_P;1.1;
2017;K49;BEVTURK_P;0.7;
2016;K49;BEVTURK_P;0.6;
2015;K49;BEVTURK_P;0.6;
2020;K49;BEVMAROK_P;0.3;
2019;K49;BEVMAROK_P;0.3;
2017;K49;BEVMAROK_P;0.2;
2016;K49;BEVMAROK_P;0.2;
2015;K49;BEVMAROK_P;0.2;
2020;K49;BEVOVNW_P;7.6;
2019;K49;BEVOVNW_P;7.3;
2017;K49;BEVOVNW_P;7.2;
2016;K49;BEVOVNW_P;6.6;
2015;K49;BEVOVNW_P;6.5;
2020;K49;BEVWEST_P;32.0;
2019;K49;BEVWEST_P;31.4;
2017;K49;BEVWEST_P;29.8;
2016;K49;BEVWEST_P;29.5;
2015;K49;BEVWEST_P;28.0;
2020;K49;BEVAUTOCH_P;57.1;
2019;K49;BEVAUTOCH_P;58.3;
2017;K49;BEVAUTOCH_P;60.4;
2016;K49;BEVAUTOCH_P;61.5;
2015;K49;BEVAUTOCH_P;63.0;
2020;K49;BEVNW;927;
2019;K49;BEVNW;891;
2017;K49;BEVNW;845;
2016;K49;BEVNW;792;
2015;K49;BEVNW;774;
2020;K49;BEVNW_P;10.9;
2019;K49;BEVNW_P;10.3;
2017;K49;BEVNW_P;9.7;
2016;K49;BEVNW_P;9.0;
2015;K49;BEVNW_P;9.0;
2020;K49;BEVEGNW;569;
2019;K49;BEVEGNW;542;
2017;K49;BEVEGNW;514;
2016;K49;BEVEGNW;462;
2015;K49;BEVEGNW;451;
2020;K49;BEVEGWEST;1763;
2019;K49;BEVEGWEST;1753;
2017;K49;BEVEGWEST;1616;
2016;K49;BEVEGWEST;1606;
2015;K49;BEVEGWEST;1443;
2020;K49;BEVNSTEDELING;2776;
2019;K49;BEVNSTEDELING;2886;
2017;K49;BEVNSTEDELING;3052;
2016;K49;BEVNSTEDELING;3165;
2015;K49;BEVNSTEDELING;3185;
2020;K49;BEVNSTEDELING_P;32.5;
2019;K49;BEVNSTEDELING_P;33.4;
2017;K49;BEVNSTEDELING_P;35.1;
2016;K49;BEVNSTEDELING_P;36.1;
2015;K49;BEVNSTEDELING_P;36.8;
2017;K49;BEVOPLLAAG_P;11;
2016;K49;BEVOPLLAAG_P;10;
2015;K49;BEVOPLLAAG_P;11;
2017;K49;BEVOPLMID_P;25;
2016;K49;BEVOPLMID_P;25;
2015;K49;BEVOPLMID_P;24;
2017;K49;BEVOPLHOOG_P;64;
2016;K49;BEVOPLHOOG_P;65;
2015;K49;BEVOPLHOOG_P;66;
2018;K49;BEVTOTAAL;8644;
2018;K49;BEVMAN;4085;
2018;K49;BEVVROUW;4559;
2018;K49;BEVMAN_P;47.3;
2018;K49;BEVVROUW_P;52.7;
2018;K49;BEVDICHT;9793;
2018;K49;BEVSUR;91;
2018;K49;BEVANTIL;49;
2018;K49;BEVTURK;88;
2018;K49;BEVMAROK;21;
2018;K49;BEVOVNW;610;
2018;K49;BEVWEST;2618;
2018;K49;BEVAUTOCH;5167;
2018;K49;BEVSUR_P;1.1;
2018;K49;BEVANTIL_P;0.6;
2018;K49;BEVTURK_P;1.0;
2018;K49;BEVMAROK_P;0.2;
2018;K49;BEVOVNW_P;7.1;
2018;K49;BEVWEST_P;30.3;
2018;K49;BEVAUTOCH_P;59.8;
2018;K49;BEVNW;859;
2018;K49;BEVNW_P;9.9;
2018;K49;BEVEGNW;526;
2018;K49;BEVEGWEST;1653;
2018;K49;BEVNSTEDELING;2961;
2018;K49;BEVNSTEDELING_P;34.3;
2018;K49;BEVOPLLAAG_P;11;
2018;K49;BEVOPLMID_P;25;
2018;K49;BEVOPLHOOG_P;64;
2018;K49;BEVHHMKIND;1359;
2018;K49;BEVHHMKIND_P;34.2;
2018;K49;BEV1P80PLUS;218;
2018;K49;BEV1P80PLUS_P;2.5;
2018;K49;BEV1P65_79V;246;
2018;K49;BEV1P65_79M;120;
2018;K49;BEV1P80PLUSV;181;
2018;K49;BEV1P80PLUSM;37;
2018;K49;BEV0_4;521;
2018;K49;BEV5_9;637;
2018;K49;BEV10_14;590;
2018;K49;BEV15_19;459;
2018;K49;BEV20_24;444;
2018;K49;BEV25_29;564;
2018;K49;BEV30_34;423;
2018;K49;BEV35_39;575;
2018;K49;BEV40_44;659;
2018;K49;BEV45_49;710;
2018;K49;BEV50_54;596;
2018;K49;BEV55_59;493;
2018;K49;BEV60_64;425;
2020;K49;BEVHHMKIND;1368;
2019;K49;BEVHHMKIND;1370;
2017;K49;BEVHHMKIND;1351;
2016;K49;BEVHHMKIND;1340;
2015;K49;BEVHHMKIND;1287;
2020;K49;BEVHHMKIND_P;35.0;
2019;K49;BEVHHMKIND_P;34.9;
2017;K49;BEVHHMKIND_P;33.5;
2016;K49;BEVHHMKIND_P;32.7;
2015;K49;BEVHHMKIND_P;31.6;
2020;K49;BEV1P80PLUS;185;
2019;K49;BEV1P80PLUS;202;
2017;K49;BEV1P80PLUS;234;
2016;K49;BEV1P80PLUS;222;
2015;K49;BEV1P80PLUS;216;
2020;K49;BEV1P80PLUS_P;2.2;
2019;K49;BEV1P80PLUS_P;2.3;
2017;K49;BEV1P80PLUS_P;2.7;
2016;K49;BEV1P80PLUS_P;2.5;
2015;K49;BEV1P80PLUS_P;2.5;
2020;K49;BEV1P65_79V;259;
2019;K49;BEV1P65_79V;254;
2017;K49;BEV1P65_79V;223;
2016;K49;BEV1P65_79V;225;
2015;K49;BEV1P65_79V;216;
2020;K49;BEV1P65_79M;125;
2019;K49;BEV1P65_79M;118;
2017;K49;BEV1P65_79M;119;
2016;K49;BEV1P65_79M;118;
2015;K49;BEV1P65_79M;120;
2020;K49;BEV1P80PLUSV;150;
2019;K49;BEV1P80PLUSV;164;
2017;K49;BEV1P80PLUSV;190;
2016;K49;BEV1P80PLUSV;181;
2015;K49;BEV1P80PLUSV;176;
2020;K49;BEV1P80PLUSM;35;
2019;K49;BEV1P80PLUSM;38;
2017;K49;BEV1P80PLUSM;44;
2016;K49;BEV1P80PLUSM;41;
2015;K49;BEV1P80PLUSM;40;
2020;K49;BEV0_4;508;
2019;K49;BEV0_4;530;
2017;K49;BEV0_4;576;
2016;K49;BEV0_4;593;
2015;K49;BEV0_4;602;
2020;K49;BEV5_9;589;
2019;K49;BEV5_9;601;
2017;K49;BEV5_9;658;
2016;K49;BEV5_9;646;
2015;K49;BEV5_9;636;
2020;K49;BEV10_14;584;
2019;K49;BEV10_14;608;
2017;K49;BEV10_14;534;
2016;K49;BEV10_14;533;
2015;K49;BEV10_14;497;
2020;K49;BEV15_19;491;
2019;K49;BEV15_19;458;
2017;K49;BEV15_19;444;
2016;K49;BEV15_19;438;
2015;K49;BEV15_19;415;
2020;K49;BEV20_24;370;
2019;K49;BEV20_24;430;
2017;K49;BEV20_24;436;
2016;K49;BEV20_24;465;
2015;K49;BEV20_24;470;
2020;K49;BEV25_29;563;
2019;K49;BEV25_29;568;
2017;K49;BEV25_29;572;
2016;K49;BEV25_29;572;
2015;K49;BEV25_29;571;
2020;K49;BEV30_34;426;
2019;K49;BEV30_34;422;
2017;K49;BEV30_34;442;
2016;K49;BEV30_34;493;
2015;K49;BEV30_34;450;
2020;K49;BEV35_39;556;
2019;K49;BEV35_39;570;
2017;K49;BEV35_39;582;
2016;K49;BEV35_39;586;
2015;K49;BEV35_39;622;
2020;K49;BEV40_44;614;
2019;K49;BEV40_44;653;
2017;K49;BEV40_44;712;
2016;K49;BEV40_44;726;
