jaar;gebiedcode15;gebiedcodetype;gebiednaam;variabele;waarde
2016;K26;WIJKEN;Zuid Pijp;BEVOPLHOOG_P;44
2015;K26;WIJKEN;Zuid Pijp;BEVOPLHOOG_P;44
2018;K26;WIJKEN;Zuid Pijp;BEVTOTAAL;8206
2018;K26;WIJKEN;Zuid Pijp;BEVMAN;3895
2018;K26;WIJKEN;Zuid Pijp;BEVVROUW;4311
2018;K26;WIJKEN;Zuid Pijp;BEVMAN_P;47.5
2018;K26;WIJKEN;Zuid Pijp;BEVVROUW_P;52.5
2018;K26;WIJKEN;Zuid Pijp;BEVDICHT;23264
2018;K26;WIJKEN;Zuid Pijp;BEVSUR;591
2018;K26;WIJKEN;Zuid Pijp;BEVANTIL;90
2018;K26;WIJKEN;Zuid Pijp;BEVTURK;320
2018;K26;WIJKEN;Zuid Pijp;BEVMAROK;810
2018;K26;WIJKEN;Zuid Pijp;BEVOVNW;988
2018;K26;WIJKEN;Zuid Pijp;BEVWEST;1507
2018;K26;WIJKEN;Zuid Pijp;BEVAUTOCH;3900
2018;K26;WIJKEN;Zuid Pijp;BEVSUR_P;7.2
2018;K26;WIJKEN;Zuid Pijp;BEVANTIL_P;1.1
2018;K26;WIJKEN;Zuid Pijp;BEVTURK_P;3.9
2018;K26;WIJKEN;Zuid Pijp;BEVMAROK_P;9.9
2018;K26;WIJKEN;Zuid Pijp;BEVOVNW_P;12.0
2018;K26;WIJKEN;Zuid Pijp;BEVWEST_P;18.4
2018;K26;WIJKEN;Zuid Pijp;BEVAUTOCH_P;47.5
2018;K26;WIJKEN;Zuid Pijp;BEVNW;2799
2018;K26;WIJKEN;Zuid Pijp;BEVNW_P;34.1
2018;K26;WIJKEN;Zuid Pijp;BEVEGNW;1717
2018;K26;WIJKEN;Zuid Pijp;BEVEGWEST;875
2018;K26;WIJKEN;Zuid Pijp;BEVNSTEDELING;2460
2018;K26;WIJKEN;Zuid Pijp;BEVNSTEDELING_P;30.0
2018;K26;WIJKEN;Zuid Pijp;BEVOPLLAAG_P;25
2018;K26;WIJKEN;Zuid Pijp;BEVOPLMID_P;30
2018;K26;WIJKEN;Zuid Pijp;BEVOPLHOOG_P;45
2018;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1076
2018;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.0
2018;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;129
2018;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.6
2018;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;311
2018;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;240
2018;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;89
2018;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;40
2018;K26;WIJKEN;Zuid Pijp;BEV0_4;361
2018;K26;WIJKEN;Zuid Pijp;BEV5_9;277
2018;K26;WIJKEN;Zuid Pijp;BEV10_14;298
2018;K26;WIJKEN;Zuid Pijp;BEV15_19;343
2018;K26;WIJKEN;Zuid Pijp;BEV20_24;623
2018;K26;WIJKEN;Zuid Pijp;BEV25_29;898
2018;K26;WIJKEN;Zuid Pijp;BEV30_34;772
2018;K26;WIJKEN;Zuid Pijp;BEV35_39;591
2018;K26;WIJKEN;Zuid Pijp;BEV40_44;538
2018;K26;WIJKEN;Zuid Pijp;BEV45_49;553
2018;K26;WIJKEN;Zuid Pijp;BEV50_54;564
2018;K26;WIJKEN;Zuid Pijp;BEV55_59;612
2018;K26;WIJKEN;Zuid Pijp;BEV60_64;534
2020;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1080
2019;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1074
2017;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1110
2016;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1109
2015;K26;WIJKEN;Zuid Pijp;BEVHHMKIND;1095
2020;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.3
2019;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.1
2017;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.8
2016;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.7
2015;K26;WIJKEN;Zuid Pijp;BEVHHMKIND_P;22.6
2020;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;153
2019;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;141
2017;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;129
2016;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;131
2015;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS;123
2020;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.9
2019;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.7
2017;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.6
2016;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.6
2015;K26;WIJKEN;Zuid Pijp;BEV1P80PLUS_P;1.5
2020;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;351
2019;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;335
2017;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;289
2016;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;285
2015;K26;WIJKEN;Zuid Pijp;BEV1P65_79V;268
2020;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;265
2019;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;254
2017;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;211
2016;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;197
2015;K26;WIJKEN;Zuid Pijp;BEV1P65_79M;190
2020;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;100
2019;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;91
2017;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;86
2016;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;91
2015;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSV;87
2020;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;53
2019;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;50
2017;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;43
2016;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;40
2015;K26;WIJKEN;Zuid Pijp;BEV1P80PLUSM;36
2020;K26;WIJKEN;Zuid Pijp;BEV0_4;366
2019;K26;WIJKEN;Zuid Pijp;BEV0_4;340
2017;K26;WIJKEN;Zuid Pijp;BEV0_4;384
2016;K26;WIJKEN;Zuid Pijp;BEV0_4;398
2015;K26;WIJKEN;Zuid Pijp;BEV0_4;371
2020;K26;WIJKEN;Zuid Pijp;BEV5_9;299
2019;K26;WIJKEN;Zuid Pijp;BEV5_9;291
2017;K26;WIJKEN;Zuid Pijp;BEV5_9;296
2016;K26;WIJKEN;Zuid Pijp;BEV5_9;299
2015;K26;WIJKEN;Zuid Pijp;BEV5_9;304
2020;K26;WIJKEN;Zuid Pijp;BEV10_14;284
2019;K26;WIJKEN;Zuid Pijp;BEV10_14;297
2017;K26;WIJKEN;Zuid Pijp;BEV10_14;289
2016;K26;WIJKEN;Zuid Pijp;BEV10_14;288
2015;K26;WIJKEN;Zuid Pijp;BEV10_14;306
2020;K26;WIJKEN;Zuid Pijp;BEV15_19;337
2019;K26;WIJKEN;Zuid Pijp;BEV15_19;322
2017;K26;WIJKEN;Zuid Pijp;BEV15_19;364
2016;K26;WIJKEN;Zuid Pijp;BEV15_19;350
2015;K26;WIJKEN;Zuid Pijp;BEV15_19;373
2020;K26;WIJKEN;Zuid Pijp;BEV20_24;516
2019;K26;WIJKEN;Zuid Pijp;BEV20_24;546
2017;K26;WIJKEN;Zuid Pijp;BEV20_24;661
2016;K26;WIJKEN;Zuid Pijp;BEV20_24;686
2015;K26;WIJKEN;Zuid Pijp;BEV20_24;676
2020;K26;WIJKEN;Zuid Pijp;BEV25_29;895
2019;K26;WIJKEN;Zuid Pijp;BEV25_29;920
2017;K26;WIJKEN;Zuid Pijp;BEV25_29;896
2016;K26;WIJKEN;Zuid Pijp;BEV25_29;860
2015;K26;WIJKEN;Zuid Pijp;BEV25_29;805
2020;K26;WIJKEN;Zuid Pijp;BEV30_34;836
2019;K26;WIJKEN;Zuid Pijp;BEV30_34;812
2017;K26;WIJKEN;Zuid Pijp;BEV30_34;742
2016;K26;WIJKEN;Zuid Pijp;BEV30_34;758
2015;K26;WIJKEN;Zuid Pijp;BEV30_34;781
2020;K26;WIJKEN;Zuid Pijp;BEV35_39;600
2019;K26;WIJKEN;Zuid Pijp;BEV35_39;597
2017;K26;WIJKEN;Zuid Pijp;BEV35_39;604
2016;K26;WIJKEN;Zuid Pijp;BEV35_39;652
2015;K26;WIJKEN;Zuid Pijp;BEV35_39;615
2020;K26;WIJKEN;Zuid Pijp;BEV40_44;506
2019;K26;WIJKEN;Zuid Pijp;BEV40_44;502
2017;K26;WIJKEN;Zuid Pijp;BEV40_44;535
2016;K26;WIJKEN;Zuid Pijp;BEV40_44;534
2015;K26;WIJKEN;Zuid Pijp;BEV40_44;571
2020;K26;WIJKEN;Zuid Pijp;BEV45_49;521
2019;K26;WIJKEN;Zuid Pijp;BEV45_49;557
2017;K26;WIJKEN;Zuid Pijp;BEV45_49;577
2016;K26;WIJKEN;Zuid Pijp;BEV45_49;562
2015;K26;WIJKEN;Zuid Pijp;BEV45_49;561
2020;K26;WIJKEN;Zuid Pijp;BEV50_54;526
2019;K26;WIJKEN;Zuid Pijp;BEV50_54;552
2017;K26;WIJKEN;Zuid Pijp;BEV50_54;589
2016;K26;WIJKEN;Zuid Pijp;BEV50_54;619
2015;K26;WIJKEN;Zuid Pijp;BEV50_54;633
2020;K26;WIJKEN;Zuid Pijp;BEV55_59;593
2019;K26;WIJKEN;Zuid Pijp;BEV55_59;602
2017;K26;WIJKEN;Zuid Pijp;BEV55_59;621
2016;K26;WIJKEN;Zuid Pijp;BEV55_59;621
2015;K26;WIJKEN;Zuid Pijp;BEV55_59;605
2020;K26;WIJKEN;Zuid Pijp;BEV60_64;560
2019;K26;WIJKEN;Zuid Pijp;BEV60_64;556
2017;K26;WIJKEN;Zuid Pijp;BEV60_64;536
2016;K26;WIJKEN;Zuid Pijp;BEV60_64;530
2015;K26;WIJKEN;Zuid Pijp;BEV60_64;537
2020;K26;WIJKEN;Zuid Pijp;BEV65_69;485
2018;K26;WIJKEN;Zuid Pijp;IINKQ1_P;40
2017;K26;WIJKEN;Zuid Pijp;IINKQ1_P;40
2016;K26;WIJKEN;Zuid Pijp;IINKQ1_P;40
2015;K26;WIJKEN;Zuid Pijp;IINKQ1_P;41
2018;K26;WIJKEN;Zuid Pijp;IINKQ2_P;23
2017;K26;WIJKEN;Zuid Pijp;IINKQ2_P;22
2016;K26;WIJKEN;Zuid Pijp;IINKQ2_P;21
2015;K26;WIJKEN;Zuid Pijp;IINKQ2_P;23
2018;K26;WIJKEN;Zuid Pijp;IINKQ3_P;16
2017;K26;WIJKEN;Zuid Pijp;IINKQ3_P;16
2016;K26;WIJKEN;Zuid Pijp;IINKQ3_P;16
2015;K26;WIJKEN;Zuid Pijp;IINKQ3_P;16
2018;K26;WIJKEN;Zuid Pijp;IINKQ4_P;12
2017;K26;WIJKEN;Zuid Pijp;IINKQ4_P;12
2016;K26;WIJKEN;Zuid Pijp;IINKQ4_P;11
2015;K26;WIJKEN;Zuid Pijp;IINKQ4_P;11
2018;K26;WIJKEN;Zuid Pijp;IINKQ5_P;10
2017;K26;WIJKEN;Zuid Pijp;IINKQ5_P;10
2016;K26;WIJKEN;Zuid Pijp;IINKQ5_P;11
2015;K26;WIJKEN;Zuid Pijp;IINKQ5_P;10
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11860
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11817
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11853
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11767
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11539
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5507
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5503
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5486
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5431
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5343
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6353
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6314
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6367
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6336
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6196
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.4
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.6
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.3
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.2
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.3
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.6
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.4
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.7
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.8
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.7
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13998
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13947
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13977
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13844
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13575
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;274
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;289
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;310
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;311
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;316
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;78
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;89
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;91
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;112
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;113
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;160
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;161
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;132
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;117
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;126
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;207
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;216
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;233
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;219
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;229
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;1028
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;930
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;818
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;787
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;721
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2845
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2757
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2521
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2397
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2212
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7268
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7375
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7748
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7824
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7822
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.3
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.4
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.6
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.6
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.7
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;0.7
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;0.8
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;0.8
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;1.0
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;1.0
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.3
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.4
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.1
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.0
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.1
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;1.7
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;1.8
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;2.0
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;1.9
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;2.0
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;8.7
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;7.9
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;6.9
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;6.7
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;6.2
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;24.0
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;23.3
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;21.3
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;20.4
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;19.2
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;61.3
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;62.4
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;65.4
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;66.5
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;67.8
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1747
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1685
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1584
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1546
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1505
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;14.7
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;14.3
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;13.4
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;13.1
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;13.0
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;1058
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;985
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;883
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;851
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;794
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1800
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1705
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1416
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1327
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1138
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5680
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5758
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5947
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5931
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5773
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;47.9
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;48.7
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;50.2
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;50.4
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;50.0
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLLAAG_P;10
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLLAAG_P;11
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLLAAG_P;10
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLMID_P;26
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLMID_P;26
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLMID_P;26
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLHOOG_P;64
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLHOOG_P;63
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLHOOG_P;63
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVTOTAAL;11836
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN;5488
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW;6348
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAN_P;46.4
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVVROUW_P;53.6
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVDICHT;13972
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR;295
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL;81
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK;137
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK;228
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW;851
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST;2675
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH;7569
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVSUR_P;2.5
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVANTIL_P;0.7
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVTURK_P;1.2
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVMAROK_P;1.9
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVOVNW_P;7.2
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVWEST_P;22.6
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVAUTOCH_P;63.9
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW;1592
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVNW_P;13.5
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGNW;894
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVEGWEST;1592
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING;5879
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVNSTEDELING_P;49.7
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLLAAG_P;10
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLMID_P;25
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVOPLHOOG_P;65
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1341
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.4
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;131
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS_P;1.1
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P65_79V;319
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P65_79M;150
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUSV;104
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUSM;27
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV0_4;681
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV5_9;445
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV10_14;308
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV15_19;342
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV20_24;893
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV25_29;1786
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV30_34;1720
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV35_39;1121
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV40_44;848
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV45_49;877
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV50_54;699
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV55_59;539
2018;K44;WIJKEN;Hoofddorppleinbuurt;BEV60_64;463
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1335
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1317
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1352
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1341
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND;1322
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.4
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.2
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.4
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.2
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEVHHMKIND_P;19.3
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;162
2019;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;142
2017;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;141
2016;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;137
2015;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS;141
2020;K44;WIJKEN;Hoofddorppleinbuurt;BEV1P80PLUS_P;1.4
