PC6;Buurt2020;BU_NAAM;Wijk2020;WK_NAAM;Gemeente2020;GM_NAAM
1011AB;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AC;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AD;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AE;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AG;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AH;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AJ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AK;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AL;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AM;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AN;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AP;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AR;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AS;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AT;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AV;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AW;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AX;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011AZ;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BA;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BB;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BC;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BD;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BG;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BH;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BJ;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BK;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BL;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BM;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BN;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BP;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BR;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BS;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BT;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BV;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BW;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BX;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011BZ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CA;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CB;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CC;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CD;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CE;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CH;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CJ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CK;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CL;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CM;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CN;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CP;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CR;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CS;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CT;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CV;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CW;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CX;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011CZ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DB;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DD;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DE;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DG;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DH;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DJ;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DK;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DL;3630400;Oosterdokseiland;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011DZ;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EA;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ED;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EE;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EG;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EH;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EJ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EK;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EL;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EM;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EN;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ER;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ES;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ET;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EV;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EW;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EX;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011EZ;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GA;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GD;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GG;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GH;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GJ;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GK;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GL;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GM;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GN;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GP;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GR;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GS;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GT;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GV;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GW;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GX;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011GZ;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HA;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HB;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HC;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HD;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HE;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HG;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HH;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HJ;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HK;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HL;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HM;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HN;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HP;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HR;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HS;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HT;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HV;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HW;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HX;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011HZ;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JA;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JB;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JC;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JD;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JE;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JG;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JH;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JJ;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JK;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JL;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JM;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JN;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JP;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JR;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JS;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JS;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JT;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JV;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JW;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JX;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011JZ;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KA;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KB;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KC;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KD;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KE;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KH;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KJ;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KK;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KM;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KN;3630407;Zuiderkerkbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KP;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KR;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KS;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KT;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KV;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KW;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KX;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011KZ;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LA;3630403;Lastage;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LD;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LE;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LH;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LJ;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LK;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LL;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LM;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LN;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LP;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LR;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LS;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LT;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LV;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LW;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LX;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011LZ;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MA;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MB;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MC;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ME;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MG;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MH;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MJ;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MK;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ML;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MN;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MP;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MR;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MS;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MT;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MV;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MX;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011MZ;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NA;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NB;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NC;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ND;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NE;3630404;Nieuwmarkt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NG;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NH;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NK;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NM;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NN;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NP;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NR;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NS;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NV;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NX;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011NZ;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PA;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PB;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PC;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PD;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PE;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PG;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PL;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PM;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PN;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PT;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PV;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PW;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011PZ;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RA;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RB;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RC;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RD;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RE;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RG;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RH;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RJ;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RK;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RL;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RM;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RN;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RP;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RR;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RS;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RT;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RV;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RW;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RX;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011RZ;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SB;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SC;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SE;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SG;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SK;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SM;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SN;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SP;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SR;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011ST;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SV;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SW;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SX;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011SZ;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TA;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TB;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TC;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TD;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TE;3630401;Scheepvaarthuisbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TG;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TJ;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TK;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TL;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TM;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TN;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TP;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TR;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TS;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TT;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TV;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TW;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TW;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TX;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011TZ;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VA;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VB;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VC;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VD;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VE;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VG;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VH;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VJ;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VK;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VL;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VM;3630406;Valkenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VP;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VP;3630405;Uilenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VR;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VS;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VT;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VW;3630408;Waterloopleinbuurt;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VX;3630402;Rapenburg;36304;Nieuwmarkt/Lastage;363;Amsterdam
1011VX;3630908;Kadijken;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
