PC6;Buurt2020;BU_NAAM;Wijk2020;WK_NAAM;Gemeente2020;GM_NAAM
1071BL;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BM;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BN;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BP;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BR;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BS;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BT;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071BV;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071BW;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071BX;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071BZ;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CA;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CB;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CC;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CD;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CE;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CG;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071CH;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071CJ;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CK;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CL;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CM;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CN;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CP;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CR;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CS;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CT;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CV;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CW;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071CX;3634707;Museumplein;36347;Museumkwartier;363;Amsterdam
1071CZ;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DA;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DB;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DC;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DC;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DD;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DE;3634701;P.C. Hooftbuurt;36347;Museumkwartier;363;Amsterdam
1071DE;3634707;Museumplein;36347;Museumkwartier;363;Amsterdam
1071DG;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DH;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DJ;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DJ;3634707;Museumplein;36347;Museumkwartier;363;Amsterdam
1071DK;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DL;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DM;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DN;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DP;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DR;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DS;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DT;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DV;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DW;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DX;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071DZ;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EA;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EB;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EC;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071ED;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EE;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EG;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EH;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EJ;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EK;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071EL;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EM;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EN;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EP;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071ER;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071ES;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071ET;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EV;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EW;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071EW;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071EX;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071EZ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GA;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GC;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GD;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GE;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GG;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GH;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GJ;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GK;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GM;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GN;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GP;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GR;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GS;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GT;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071GT;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GV;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GW;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GX;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071GZ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HA;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HC;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HD;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HE;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HG;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HH;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HJ;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HK;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071HL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HM;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HN;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HP;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HR;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HS;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HT;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HV;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HW;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HX;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071HZ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JA;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JB;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JC;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JD;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JE;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JG;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JG;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JH;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JJ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JK;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JL;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JM;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JN;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JP;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JR;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JS;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JT;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JV;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071JW;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JX;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071JZ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071KA;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071KA;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KB;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KC;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KD;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KE;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KG;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KH;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KJ;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071KK;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071KL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071KM;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071KN;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071KN;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KP;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KR;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KS;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071KS;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071KT;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KV;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KW;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KX;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071KZ;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LA;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LB;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LC;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LD;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LE;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LG;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LH;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LJ;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LK;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LL;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LM;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LN;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071LP;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LR;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LS;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LT;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LV;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LW;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LX;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071LZ;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071MA;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071MB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MC;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MD;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071ME;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MG;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MH;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MJ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MK;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071ML;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MN;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MP;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071MR;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071MR;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MS;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MT;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MV;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MX;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071MZ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NA;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NC;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071ND;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071NE;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NG;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NH;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NJ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NK;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NM;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NN;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NP;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071NR;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071NS;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071NT;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071NV;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071NX;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071NZ;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071PA;3634702;Concertgebouwbuurt;36347;Museumkwartier;363;Amsterdam
1071PB;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PC;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PD;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PE;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PG;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PH;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PJ;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PK;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PL;3634703;Cornelis Schuytbuurt;36347;Museumkwartier;363;Amsterdam
1071PM;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071PN;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071PP;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071PR;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071PS;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071PT;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071PV;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071PW;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071PX;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071PZ;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071RA;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RB;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RC;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RD;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RE;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RG;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RH;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071RJ;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RK;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RL;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RM;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RN;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RP;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RR;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RS;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RT;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RV;3634700;Johannnes Vermeerbuurt;36347;Museumkwartier;363;Amsterdam
1071RW;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RX;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071RZ;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071SB;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SB;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071SC;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SE;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SG;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SH;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SJ;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SK;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SL;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SM;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SN;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071SP;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071SR;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071ST;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071SV;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071SW;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071SW;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071SX;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071SZ;3634704;Banpleinbuurt;36347;Museumkwartier;363;Amsterdam
1071TC;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TD;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TE;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TG;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TH;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TJ;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TK;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TL;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TM;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TN;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TP;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TR;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071TS;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071TT;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071TT;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071TV;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071TW;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071TX;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071TZ;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VA;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VB;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VC;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VD;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VE;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VG;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VH;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071VJ;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071VK;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071VL;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071VM;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071VN;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VP;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VR;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VS;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VT;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VV;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VW;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VX;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071VZ;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071WB;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071WC;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071WD;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071WE;3634706;Harmoniehofbuurt;36347;Museumkwartier;363;Amsterdam
1071WG;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WH;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WJ;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WK;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WL;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WN;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WP;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WR;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WS;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WT;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WV;3634705;Hondecoeterbuurt;36347;Museumkwartier;363;Amsterdam
1071WX;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071WZ;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
1071XA;3634709;Duivelseiland;36347;Museumkwartier;363;Amsterdam
